image,p_melanoma,p_benign,outcome,correct,rescued
IMD088.jpg,0.9483745992183685,0.05162540776655078,True Positive,True,False
IMD090.jpg,0.79286327958107,0.20713670551776886,True Positive,True,False
IMD091.jpg,0.38823219388723373,0.6117677986621857,Rescued (Low Prob TP),True,True
IMD092.jpg,0.130839504301548,0.8691605031490326,False Negative,False,False
IMD107.jpg,0.20787478983402252,0.7921252399682999,Rescued (Low Prob TP),True,True
IMD112.jpg,0.19959893077611923,0.8004010319709778,Rescued (Low Prob TP),True,True
IMD118.jpg,0.05465913191437721,0.9453408122062683,False Negative,False,False
IMD125.jpg,0.20408134162425995,0.7959186434745789,Rescued (Low Prob TP),True,True
IMD126.jpg,0.7501059323549271,0.24989408999681473,True Positive,True,False
IMD132.jpg,0.22975077107548714,0.7702492028474808,Rescued (Low Prob TP),True,True
IMD133.jpg,0.07349183969199657,0.9265081286430359,False Negative,False,False
IMD134.jpg,0.30924391001462936,0.6907561123371124,Rescued (Low Prob TP),True,True
IMD135.jpg,0.029459206853061914,0.9705407917499542,False Negative,False,False
IMD137.jpg,0.43834010511636734,0.5616599321365356,Rescued (Low Prob TP),True,True
IMD140.jpg,0.00323779066093266,0.9967622011899948,False Negative,False,False
IMD142.jpg,0.0631765415892005,0.9368234872817993,False Negative,False,False
IMD143.jpg,0.10974515601992607,0.8902548253536224,False Negative,False,False
IMD144.jpg,0.06637545861303806,0.9336245357990265,False Negative,False,False
IMD146.jpg,0.1011216938495636,0.8988783210515976,False Negative,False,False
IMD147.jpg,0.28573353588581085,0.714266449213028,Rescued (Low Prob TP),True,True
IMD149.jpg,0.034607113571837544,0.9653929173946381,False Negative,False,False
IMD150.jpg,0.0032830965137691237,0.9967169165611267,False Negative,False,False
IMD152.jpg,0.1571255512535572,0.8428744673728943,Rescued (Low Prob TP),True,True
IMD153.jpg,0.7739449590444565,0.22605504840612411,True Positive,True,False
IMD154.jpg,0.8320450037717819,0.16795498132705688,True Positive,True,False
IMD155.jpg,0.08201094064861536,0.9179890006780624,False Negative,False,False
IMD156.jpg,0.0704053109511733,0.9295946955680847,False Negative,False,False
IMD157.jpg,0.5238493159413338,0.47615066170692444,True Positive,True,False
IMD161.jpg,0.052770938258618116,0.9472290426492691,False Negative,False,False
IMD162.jpg,0.21029475331306458,0.789705216884613,Rescued (Low Prob TP),True,True
IMD164.jpg,0.22178806737065315,0.7782118767499924,Rescued (Low Prob TP),True,True
IMD166.jpg,0.45063547790050507,0.5493645668029785,Rescued (Low Prob TP),True,True
IMD168.jpg,0.3080558814108372,0.6919441372156143,Rescued (Low Prob TP),True,True
IMD169.jpg,0.35641321912407875,0.6435867846012115,Rescued (Low Prob TP),True,True
IMD170.jpg,0.6638160049915314,0.3361840024590492,True Positive,True,False
IMD171.jpg,0.16602029092609882,0.8339796811342239,Rescued (Low Prob TP),True,True
IMD173.jpg,0.1927519254386425,0.8072480857372284,Rescued (Low Prob TP),True,True
IMD175.jpg,0.16465910524129868,0.8353409171104431,Rescued (Low Prob TP),True,True
IMD176.jpg,0.27480103075504303,0.7251989394426346,Rescued (Low Prob TP),True,True
IMD177.jpg,0.06718382425606251,0.9328161478042603,False Negative,False,False
IMD182.jpg,0.3461985941976309,0.6538014188408852,Rescued (Low Prob TP),True,True
IMD196.jpg,0.06956364400684834,0.9304363578557968,False Negative,False,False
IMD197.jpg,0.6123895347118378,0.38761044666171074,True Positive,True,False
IMD198.jpg,0.17324735596776009,0.8267526179552078,Rescued (Low Prob TP),True,True
IMD199.jpg,0.00011143929532408947,0.9998885542154312,False Negative,False,False
IMD200.jpg,0.0015059429279062897,0.9984940439462662,False Negative,False,False
IMD203.jpg,0.027112100506201386,0.9728879034519196,False Negative,False,False
IMD207.jpg,0.008816058689262718,0.9911839514970779,False Negative,False,False
IMD208.jpg,0.11979640368372202,0.8802036195993423,False Negative,False,False
IMD210.jpg,0.9645320028066635,0.03546797623857856,True Positive,True,False
IMD211.jpg,0.6425440534949303,0.3574559520930052,True Positive,True,False
IMD219.jpg,0.8182014673948288,0.1817985437810421,True Positive,True,False
IMD240.jpg,0.49465635418891907,0.5053436756134033,Rescued (Low Prob TP),True,True
IMD242.jpg,0.9668188542127609,0.033181131118908525,True Positive,True,False
IMD243.jpg,0.4281086400151253,0.5718913897871971,Rescued (Low Prob TP),True,True
IMD251.jpg,0.1746115805581212,0.8253884166479111,Rescued (Low Prob TP),True,True
IMD254.jpg,0.24186255037784576,0.7581374496221542,Rescued (Low Prob TP),True,True
IMD256.jpg,0.7270152419805527,0.2729847617447376,True Positive,True,False
IMD278.jpg,0.18866133876144886,0.8113386780023575,Rescued (Low Prob TP),True,True
IMD279.jpg,0.44633082300424576,0.5536691769957542,Rescued (Low Prob TP),True,True
IMD280.jpg,0.21841683983802795,0.7815831303596497,Rescued (Low Prob TP),True,True
IMD284.jpg,0.7726055383682251,0.2273944616317749,True Positive,True,False
IMD285.jpg,0.11895670089870691,0.8810432702302933,False Negative,False,False
IMD304.jpg,0.34582770615816116,0.6541722342371941,Rescued (Low Prob TP),True,True
IMD305.jpg,0.12386356759816408,0.8761364370584488,False Negative,False,False
IMD306.jpg,0.08812209032475948,0.9118779003620148,False Negative,False,False
IMD328.jpg,0.31447017192840576,0.685529813170433,Rescued (Low Prob TP),True,True
IMD331.jpg,0.4284160677343607,0.5715839043259621,Rescued (Low Prob TP),True,True
IMD339.jpg,0.07496972847729921,0.9250302761793137,False Negative,False,False
IMD347.jpg,0.6019353270530701,0.39806468039751053,True Positive,True,False
IMD348.jpg,0.9648736268281937,0.03512636851519346,True Positive,True,False
IMD349.jpg,0.9342702776193619,0.0657297009602189,True Positive,True,False
IMD356.jpg,0.5344387218356133,0.46556127071380615,True Positive,True,False
IMD360.jpg,0.1612400794401765,0.8387599289417267,Rescued (Low Prob TP),True,True
IMD364.jpg,0.021999288350343704,0.9780006855726242,False Negative,False,False
IMD367.jpg,0.14697617292404175,0.8530238121747971,False Negative,False,False
IMD368.jpg,0.03570960322394967,0.9642903953790665,False Negative,False,False
IMD369.jpg,0.26758416555821896,0.7324158102273941,Rescued (Low Prob TP),True,True
IMD371.jpg,0.35293592140078545,0.6470640823245049,Rescued (Low Prob TP),True,True
IMD372.jpg,0.012198751792311668,0.9878012537956238,False Negative,False,False
IMD374.jpg,0.15387831255793571,0.846121683716774,Rescued (Low Prob TP),True,True
IMD375.jpg,0.08862216770648956,0.9113778173923492,False Negative,False,False
IMD376.jpg,0.1979459412395954,0.8020540624856949,Rescued (Low Prob TP),True,True
IMD378.jpg,0.05655981507152319,0.9434401988983154,False Negative,False,False
IMD381.jpg,0.07024422567337751,0.9297557920217514,False Negative,False,False
IMD382.jpg,0.8264853805303574,0.1735145952552557,True Positive,True,False
IMD384.jpg,0.27847830951213837,0.7215217128396034,Rescued (Low Prob TP),True,True
IMD385.jpg,0.03216141741722822,0.9678385853767395,False Negative,False,False
IMD386.jpg,0.06304759113118052,0.9369524419307709,False Negative,False,False
IMD388.jpg,0.20594799146056175,0.7940520346164703,Rescued (Low Prob TP),True,True
IMD389.jpg,0.14712701179087162,0.8528729826211929,False Negative,False,False
IMD390.jpg,0.018189084716141224,0.9818108826875687,False Negative,False,False
IMD392.jpg,0.009177141066174954,0.9908228665590286,False Negative,False,False
IMD393.jpg,0.2237868867814541,0.7762130945920944,Rescued (Low Prob TP),True,True
IMD395.jpg,0.2791161760687828,0.7208838313817978,Rescued (Low Prob TP),True,True
IMD396.jpg,0.5724816024303436,0.4275183826684952,True Positive,True,False
IMD398.jpg,0.29126131162047386,0.7087386846542358,Rescued (Low Prob TP),True,True
IMD400.jpg,0.009805483627133071,0.9901944845914841,False Negative,False,False
IMD402.jpg,0.12382669560611248,0.8761733025312424,False Negative,False,False
IMD403.jpg,0.8802490681409836,0.11975095514208078,True Positive,True,False
IMD404.jpg,0.3761517070233822,0.6238482892513275,Rescued (Low Prob TP),True,True
IMD406.jpg,0.16568567417562008,0.8343143165111542,Rescued (Low Prob TP),True,True
IMD407.jpg,0.5306929759681225,0.4693070128560066,True Positive,True,False
IMD408.jpg,0.9275649785995483,0.07243499625474215,True Positive,True,False
IMD409.jpg,0.9915429204702377,0.008457087213173509,True Positive,True,False
IMD410.jpg,0.4233085885643959,0.5766913965344429,Rescued (Low Prob TP),True,True
IMD411.jpg,0.7741815000772476,0.22581849247217178,True Positive,True,False
IMD413.jpg,0.6694647669792175,0.33053523302078247,True Positive,True,False
IMD418.jpg,0.6266143172979355,0.37338564544916153,True Positive,True,False
IMD419.jpg,0.9015384018421173,0.09846157673746347,True Positive,True,False
IMD420.jpg,0.9975418746471405,0.002458141912939027,True Positive,True,False
IMD423.jpg,0.7553083598613739,0.2446916177868843,True Positive,True,False
IMD424.jpg,0.6276143044233322,0.3723857142031193,True Positive,True,False
IMD427.jpg,0.9608799666166306,0.039120011031627655,True Positive,True,False
IMD430.jpg,0.49008752405643463,0.5099124312400818,Rescued (Low Prob TP),True,True
IMD431.jpg,0.29342126846313477,0.7065787017345428,Rescued (Low Prob TP),True,True
IMD432.jpg,0.5345282703638077,0.4654717519879341,True Positive,True,False
IMD433.jpg,0.3450265321880579,0.6549734398722649,Rescued (Low Prob TP),True,True
IMD434.jpg,0.2715366519987583,0.7284633666276932,Rescued (Low Prob TP),True,True
IMD436.jpg,0.4870087131857872,0.512991301715374,Rescued (Low Prob TP),True,True
IMD437.jpg,0.9337732940912247,0.06622669100761414,True Positive,True,False
